protocol,ether_src_mac,ether_dst_mac,ip_src,ip_dst,ip_len,ip_flags_df,ip_flags_mf,ip_frag_offset,ip_id,ip_ttl,ip_proto,ip_checksum,tcp_window_size,tcp_ack,tcp_seq,tcp_len,tcp_stream,tcp_urgent_pointer,tcp_flags,tcp_analysis_ack_rtt,tcp_analysis_push_bytes_sent,tcp_analysis_bytes_in_flight,frame_time_relative,frame_time_delta,modbus_length,modbus_unit_id,modbus_func_code,modbus_data,attack_specific,attack_category,attack_obj,attack_binary
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa6ff,64,6,0x1248,509,2161,1970,11,0,0,0x0018,0.000456966,11,11,36.056804908,0.000456966,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf163,64,6,0xc7ee,502,1981,2161,0,0,0,0x0010,0.000018214,N/A,N/A,36.056823122,0.000018214,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,64,1,0,0,0x9670,64,6,0x22d7,502,85,85,12,3,0,0x0018,N/A,12,12,36.134629100,0.077805978,N/A,N/A,6,00140007,N/A,N/A,N/A,0
MODBUS,ee:21:05:4b:de:89,3a:28:b4:02:e8:91,192.168.0.11,192.168.0.21,64,1,0,0,0x841b,64,6,0x352c,509,97,85,12,3,0,0x0018,0.000785702,12,12,36.135414802,0.000785702,N/A,N/A,6,00140007,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,ee:21:05:4b:de:89,192.168.0.21,192.168.0.11,52,1,0,0,0x9671,64,6,0x22e2,502,97,97,0,3,0,0x0010,0.000019336,N/A,N/A,36.135434138,0.000019336,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5cd,64,6,0x0377,502,433,433,12,1,0,0x0018,N/A,12,12,36.193542385,0.058108247,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10e1,64,6,0xa863,509,445,433,12,1,0,0x0018,0.000699560,12,12,36.194241945,0.000699560,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5ce,64,6,0x0382,502,445,445,0,1,0,0x0010,0.000028293,N/A,N/A,36.194270238,0.000028293,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeec8,64,6,0xca7c,502,793,865,12,2,0,0x0018,N/A,12,12,36.255682315,0.061412077,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5c2,64,6,0xd383,509,877,793,11,2,0,0x0018,0.000846115,11,11,36.256528430,0.000846115,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xeec9,64,6,0xca87,502,804,877,0,2,0,0x0010,0.000019136,N/A,N/A,36.256547566,0.000019136,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf164,64,6,0xc7e1,502,1981,2161,12,0,0,0x0018,N/A,12,12,36.257938291,0.001390725,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa700,64,6,0x1247,509,2173,1981,11,0,0,0x0018,0.000769091,11,11,36.258707382,0.000769091,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf165,64,6,0xc7ec,502,1992,2173,0,0,0,0x0010,0.000017312,N/A,N/A,36.258724694,0.000017312,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf166,64,6,0xc7df,502,1992,2173,12,0,0,0x0018,N/A,12,12,36.459661751,0.200937057,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa701,64,6,0x1246,509,2185,1992,11,0,0,0x0018,0.000895688,11,11,36.460557439,0.000895688,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf167,64,6,0xc7ea,502,2003,2185,0,0,0,0x0010,0.000030718,N/A,N/A,36.460588157,0.000030718,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf168,64,6,0xc7dd,502,2003,2185,12,0,0,0x0018,N/A,12,12,36.661498081,0.200909924,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa702,64,6,0x1245,509,2197,2003,11,0,0,0x0018,0.000532979,11,11,36.662031060,0.000532979,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf169,64,6,0xc7e8,502,2014,2197,0,0,0,0x0010,0.000017443,N/A,N/A,36.662048503,0.000017443,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeeca,64,6,0xca7a,502,804,877,12,2,0,0x0018,N/A,12,12,36.757324208,0.095275705,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5c3,64,6,0xd382,509,889,804,11,2,0,0x0018,0.000392235,11,11,36.757716443,0.000392235,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xeecb,64,6,0xca85,502,815,889,0,2,0,0x0010,0.000014807,N/A,N/A,36.757731250,0.000014807,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf16a,64,6,0xc7db,502,2014,2197,12,0,0,0x0018,N/A,12,12,36.862654279,0.104923029,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa703,64,6,0x1244,509,2209,2014,11,0,0,0x0018,0.000677499,11,11,36.863331778,0.000677499,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf16b,64,6,0xc7e6,502,2025,2209,0,0,0,0x0010,0.000019717,N/A,N/A,36.863351495,0.000019717,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf16c,64,6,0xc7d9,502,2025,2209,12,0,0,0x0018,N/A,12,12,37.064181428,0.200829933,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa704,64,6,0x1243,509,2221,2025,11,0,0,0x0018,0.000749865,11,11,37.064931293,0.000749865,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf16d,64,6,0xc7e4,502,2036,2221,0,0,0,0x0010,0.000029906,N/A,N/A,37.064961199,0.000029906,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5cf,64,6,0x0375,502,445,445,12,1,0,0x0018,N/A,12,12,37.195559824,0.130598625,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10e2,64,6,0xa862,509,457,445,12,1,0,0x0018,0.000447638,12,12,37.196007462,0.000447638,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5d0,64,6,0x0380,502,457,457,0,1,0,0x0010,0.000019056,N/A,N/A,37.196026518,0.000019056,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeecc,64,6,0xca78,502,815,889,12,2,0,0x0018,N/A,12,12,37.258250538,0.062224020,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5c4,64,6,0xd381,509,901,815,11,2,0,0x0018,0.000327093,11,11,37.258577631,0.000327093,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xeecd,64,6,0xca83,502,826,901,0,2,0,0x0010,0.000011101,N/A,N/A,37.258588732,0.000011101,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf16e,64,6,0xc7d7,502,2036,2221,12,0,0,0x0018,N/A,12,12,37.265555868,0.006967136,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa705,64,6,0x1242,509,2233,2036,11,0,0,0x0018,0.000614872,11,11,37.266170740,0.000614872,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf16f,64,6,0xc7e2,502,2047,2233,0,0,0,0x0010,0.000026840,N/A,N/A,37.266197580,0.000026840,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf170,64,6,0xc7d5,502,2047,2233,12,0,0,0x0018,N/A,12,12,37.466721876,0.200524296,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa706,64,6,0x1241,509,2245,2047,11,0,0,0x0018,0.000895408,11,11,37.467617284,0.000895408,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf171,64,6,0xc7e0,502,2058,2245,0,0,0,0x0010,0.000029405,N/A,N/A,37.467646689,0.000029405,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf172,64,6,0xc7d3,502,2058,2245,12,0,0,0x0018,N/A,12,12,37.668518096,0.200871407,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa707,64,6,0x1240,509,2257,2058,11,0,0,0x0018,0.000701485,11,11,37.669219581,0.000701485,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf173,64,6,0xc7de,502,2069,2257,0,0,0,0x0010,0.000019677,N/A,N/A,37.669239258,0.000019677,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeece,64,6,0xca76,502,826,901,12,2,0,0x0018,N/A,12,12,37.759340185,0.090100927,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5c5,64,6,0xd380,509,913,826,11,2,0,0x0018,0.000558757,11,11,37.759898942,0.000558757,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xeecf,64,6,0xca81,502,837,913,0,2,0,0x0010,0.000019476,N/A,N/A,37.759918418,0.000019476,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf174,64,6,0xc7d1,502,2069,2257,12,0,0,0x0018,N/A,12,12,37.869858953,0.109940535,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa708,64,6,0x123f,509,2269,2069,11,0,0,0x0018,0.000752190,11,11,37.870611143,0.000752190,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf175,64,6,0xc7dc,502,2080,2269,0,0,0,0x0010,0.000019316,N/A,N/A,37.870630459,0.000019316,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf176,64,6,0xc7cf,502,2080,2269,12,0,0,0x0018,N/A,12,12,38.071815302,0.201184843,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa709,64,6,0x123e,509,2281,2080,11,0,0,0x0018,0.000695143,11,11,38.072510445,0.000695143,N/A,N/A,4,020076,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf177,64,6,0xc7da,502,2091,2281,0,0,0,0x0010,0.000018024,N/A,N/A,38.072528469,0.000018024,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5d1,64,6,0x0373,502,457,457,12,1,0,0x0018,N/A,12,12,38.197722058,0.125193589,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10e3,64,6,0xa861,509,469,457,12,1,0,0x0018,0.000720671,12,12,38.198442729,0.000720671,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5d2,64,6,0x037e,502,469,469,0,1,0,0x0010,0.000017884,N/A,N/A,38.198460613,0.000017884,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeed0,64,6,0xca74,502,837,913,12,2,0,0x0018,N/A,12,12,38.260893014,0.062432401,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5c6,64,6,0xd37f,509,925,837,11,2,0,0x0018,0.000880701,11,11,38.261773715,0.000880701,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xeed1,64,6,0xca7f,502,848,925,0,2,0,0x0010,0.000030888,N/A,N/A,38.261804603,0.000030888,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf178,64,6,0xc7cd,502,2091,2281,12,0,0,0x0018,N/A,12,12,38.273024102,0.011219499,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa70a,64,6,0x123d,509,2293,2091,11,0,0,0x0018,0.000489397,11,11,38.273513499,0.000489397,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf179,64,6,0xc7d8,502,2102,2293,0,0,0,0x0010,0.000017573,N/A,N/A,38.273531072,0.000017573,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf17a,64,6,0xc7cb,502,2102,2293,12,0,0,0x0018,N/A,12,12,38.474060439,0.200529367,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa70b,64,6,0x123c,509,2305,2102,11,0,0,0x0018,0.000651761,11,11,38.474712200,0.000651761,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf17b,64,6,0xc7d6,502,2113,2305,0,0,0,0x0010,0.000020228,N/A,N/A,38.474732428,0.000020228,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf17c,64,6,0xc7c9,502,2113,2305,12,0,0,0x0018,N/A,12,12,38.675523084,0.200790656,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa70c,64,6,0x123b,509,2317,2113,11,0,0,0x0018,0.000666690,11,11,38.676189774,0.000666690,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf17d,64,6,0xc7d4,502,2124,2317,0,0,0,0x0010,0.000017333,N/A,N/A,38.676207107,0.000017333,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeed2,64,6,0xca72,502,848,925,12,2,0,0x0018,N/A,12,12,38.762735332,0.086528225,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5c7,64,6,0xd37e,509,937,848,11,2,0,0x0018,0.000438532,11,11,38.763173864,0.000438532,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xeed3,64,6,0xca7d,502,859,937,0,2,0,0x0010,0.000021701,N/A,N/A,38.763195565,0.000021701,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf17e,64,6,0xc7c7,502,2124,2317,12,0,0,0x0018,N/A,12,12,38.877094943,0.113899378,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa70d,64,6,0x123a,509,2329,2124,11,0,0,0x0018,0.000732623,11,11,38.877827566,0.000732623,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf17f,64,6,0xc7d2,502,2135,2329,0,0,0,0x0010,0.000020128,N/A,N/A,38.877847694,0.000020128,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf180,64,6,0xc7c5,502,2135,2329,12,0,0,0x0018,N/A,12,12,39.078272994,0.200425300,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa70e,64,6,0x1239,509,2341,2135,11,0,0,0x0018,0.000405530,11,11,39.078678524,0.000405530,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf181,64,6,0xc7d0,502,2146,2341,0,0,0,0x0010,0.000018054,N/A,N/A,39.078696578,0.000018054,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,64,1,0,0,0xb5d3,64,6,0x0371,502,469,469,12,1,0,0x0018,N/A,12,12,39.200387632,0.121691054,N/A,N/A,5,00000000,N/A,N/A,N/A,0
MODBUS,d6:a4:f0:6f:d6:c6,3a:28:b4:02:e8:91,192.168.0.14,192.168.0.21,64,1,0,0,0x10e4,64,6,0xa860,509,481,469,12,1,0,0x0018,0.000770594,12,12,39.201158226,0.000770594,N/A,N/A,5,00000000,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,d6:a4:f0:6f:d6:c6,192.168.0.21,192.168.0.14,52,1,0,0,0xb5d4,64,6,0x037c,502,481,481,0,1,0,0x0010,0.000017563,N/A,N/A,39.201175789,0.000017563,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeed4,64,6,0xca70,502,859,937,12,2,0,0x0018,N/A,12,12,39.264431474,0.063255685,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,4e:d1:fa:b3:e4:46,3a:28:b4:02:e8:91,192.168.0.13,192.168.0.21,63,1,0,0,0xe5c8,64,6,0xd37d,509,949,859,11,2,0,0x0018,0.000447459,11,11,39.264878933,0.000447459,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,52,1,0,0,0xeed5,64,6,0xca7b,502,870,949,0,2,0,0x0010,0.000017934,N/A,N/A,39.264896867,0.000017934,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf182,64,6,0xc7c3,502,2146,2341,12,0,0,0x0018,N/A,12,12,39.279165308,0.014268441,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa70f,64,6,0x1238,509,2353,2146,11,0,0,0x0018,0.000505097,11,11,39.279670405,0.000505097,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf183,64,6,0xc7ce,502,2157,2353,0,0,0,0x0010,0.000021861,N/A,N/A,39.279692266,0.000021861,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf184,64,6,0xc7c1,502,2157,2353,12,0,0,0x0018,N/A,12,12,39.480109248,0.200416982,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa710,64,6,0x1237,509,2365,2157,11,0,0,0x0018,0.000415219,11,11,39.480524467,0.000415219,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf185,64,6,0xc7cc,502,2168,2365,0,0,0,0x0010,0.000018084,N/A,N/A,39.480542551,0.000018084,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,64,1,0,0,0xf186,64,6,0xc7bf,502,2168,2365,12,0,0,0x0018,N/A,12,12,39.680997995,0.200455444,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
MODBUS,2a:5a:cb:7a:8e:57,3a:28:b4:02:e8:91,192.168.0.12,192.168.0.21,63,1,0,0,0xa711,64,6,0x1236,509,2377,2168,11,0,0,0x0018,0.000425968,11,11,39.681423963,0.000425968,N/A,N/A,4,020078,N/A,N/A,N/A,0
TCP,3a:28:b4:02:e8:91,2a:5a:cb:7a:8e:57,192.168.0.21,192.168.0.12,52,1,0,0,0xf187,64,6,0xc7ca,502,2179,2377,0,0,0,0x0010,0.000019166,N/A,N/A,39.681443129,0.000019166,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0
MODBUS,3a:28:b4:02:e8:91,4e:d1:fa:b3:e4:46,192.168.0.21,192.168.0.13,64,1,0,0,0xeed6,64,6,0xca6e,502,870,949,12,2,0,0x0018,N/A,12,12,39.765574153,0.084131024,N/A,N/A,4,001e0001,N/A,N/A,N/A,0
